0,1,2,3,4,5,6,7,8,9,10,11,12
묵전,서울시 강남구 신사동 645-11,02-548-1461,전통 주점 / 포차,시골장터모둠전 (소),16000.0,"시골장터모둠전 (소):16,000원//모듬 해물 파전:22,000원//웰빙 녹두 빈대떡:15,000원//묵전 최고 한방 도마보쌈:33,000원//고향집 도토리묵:15,000원/",월-토: 11:30 - 02:00 일: 11:30 - 23:00,4.3,153.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/52544_1449124033076.jpg,430.0
레드플랜트,서울시 마포구 서교동 392-15,070-8722-0802,카페 / 디저트,,,,09:00 - 23:00,4.3,15.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/242283_1460024296353136.jpg,431.0
돈암순대,서울시 성북구 동소문동5가 63-3,02-922-9210,탕 / 찌개 / 전골,,,,09:00 - 19:00,4.0,20.0,,https://mp-seoul-image-production-s3.mangoplate.com/243678/273344_1474853423514_11750,432.0
맵당,서울시 성동구 행당동 4-33 2F,02-2292-7292,고기 요리,,,,11:00 - 01:00,3.7,15.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurant/266134_14377388731834210,433.0
뽕나무쟁이,서울시 강남구 대치동 896-5 1F,02-558-9279,고기 요리,족발 (중),34000.0,"족발 (중):34,000원//양념족발 (중):34,000원//모듬족발 (중):36,000원/",월-토: 12:00 - 24:00 일: 12:00 - 21:00,4.3,227.0,,https://mp-seoul-image-production-s3.mangoplate.com/3000_1443145350860,434.0
정만,서울시 성북구 안암동5가 15-19,010-2797-9677,카페 / 디저트,,,,월-금: 12:00 - 22:00 토-일: 12:00 - 21:00,3.4,27.0,,https://mp-seoul-image-production-s3.mangoplate.com/186825/reviews/cd71d20e6baa.jpg,435.0
더코너키친,서울시 성동구 옥수동 365-17,02-6448-9090,이탈리안,,,,11:30 - 22:00,4.1,51.0,,https://mp-seoul-image-production-s3.mangoplate.com/90295_1430538122135,436.0
영동민물장어,서울시 강남구 논현동 98-8 B1,"
해산물 요리
",,,,,,4.3,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/403559/1476505_1599481305200_55502,437.0
와플앨리,서울시 성북구 동선동2가 135-20,02-6203-8879,카페 / 디저트,아메리카노,3800.0,{'매일': '정오 12시 - 오후 11시                                            (LAST ORDER 22:00)\n'},11:00 - 23:00,,,,https://mp-seoul-image-production-s3.mangoplate.com/251949/653683_1479125427584_17245,438.0
코너룸,,070-8224-6565,프랑스 음식,,,,,3.9,4.0,,https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/408362/47875_1577463347867,439.0
가담,서울시 강남구 신사동 608-8 옥산빌딩,02-545-5163,정통 중식 / 일반 중식,,,,월-금: 11:00 - 22:00 토-일: 10:30 - 21:30,4.7,101.0,,https://mp-seoul-image-production-s3.mangoplate.com/52544_1563335477650385.jpg,440.0
라멘오야지,서울시 성동구 성수동1가 668-41 2F,010-2662-7960,라멘 / 소바 / 우동,,,,11:30 - 21:00,4.3,46.0,,https://mp-seoul-image-production-s3.mangoplate.com/501928_1598691016903000.jpg,441.0
짱고기,서울시 성동구 행당동 19-111 1F,02-2292-0811,고기 요리,,,,15:00 - 유동적,3.7,33.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/583621_1468404361946010.jpg,442.0
온정,서울시 마포구 연남동 387-15 1F,02-6052-7038,돈부리 / 일본 카레 / 벤토,,,,11:30 - 21:30,4.3,6.0,,https://mp-seoul-image-production-s3.mangoplate.com/598225_1599969188690908.jpg,443.0
정상호프,서울시 성북구 안암동5가 101-47,02-921-4284,기타 양식,,,,유동적,3.8,60.0,,https://mp-seoul-image-production-s3.mangoplate.com/186742/58707_1423328878097,444.0
파씨오네,서울시 강남구 신사동 646-23,02-546-7719,프랑스 음식,런치 코스,45000.0,"런치 코스:45,000원//디너 코스:80,000원/",12:00 - 22:30,4.7,111.0,,https://mp-seoul-image-production-s3.mangoplate.com/13936/704481_1492338122499_12072,445.0
배꼽집,서울시 강남구 논현동 140-3,02-539-3323,고기 요리,버섯불고기,14000.0,"{'매일': '오전 11시 30분 - 오전 1시                    ', '월-금': '오후 3시 - 오후 5시                                            (영업준비시간)\n', '일요일': '오후 2시 - 오후 11시                    '}",10:00 - 03:00,,,,https://mp-seoul-image-production-s3.mangoplate.com/245757/35947_1462457277995_17660,446.0
서울브루어리,서울시 마포구 합정동 368-10,070-7756-0915,치킨 / 호프 / 펍,,,,월-목: 18:00 - 24:00 금: 18:00 - 00:30 토-일: 13:00 - 00:30,4.3,20.0,,https://mp-seoul-image-production-s3.mangoplate.com/345397/439642_1598600141178_8445,447.0
미스터카츠,서울시 성북구 안암동5가 101-66,02-925-6695,기타 한식,,,,11:00 - 유동적,3.9,20.0,,https://mp-seoul-image-production-s3.mangoplate.com/338154/573412_1511432905972_15557,448.0
마사타코,서울시 강남구 신사동 524-29 1F,02-545-6915,남미 음식,,,,12:00 - 23:00,4.3,150.0,,https://mp-seoul-image-production-s3.mangoplate.com/330498/1257381_1548126501238_5774,449.0
함지곱창,서울시 강남구 논현동 144-5,02-3444-6919,고기 요리,,,,14:30 - 01:30,4.3,66.0,,https://mp-seoul-image-production-s3.mangoplate.com/14418/595742_1475501187544_19784,450.0
포테이토101,서울시 성북구 동선동1가 85-103,070-4236-1010,치킨 / 호프 / 펍,,,,17:00 - 02:00,3.9,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/96376/245306_144480261910331999,451.0
성수스타우트,서울시 성동구 성수동1가 656-939 2F,02-465-1201,치킨 / 호프 / 펍,,,,18:00 - 24:00,3.9,7.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/563823_1473423910062995.jpg,452.0
오브코하우스,서울시 성동구 성수동1가 668-8 2F,"
카페 / 디저트
",,,,,,3.9,4.0,,https://mp-seoul-image-production-s3.mangoplate.com/59540_1598423570602201.jpg,453.0
미아리우동집,서울시 성북구 하월곡동 90-112,02-918-1112,라멘 / 소바 / 우동,,,,,3.5,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/95965/91536_142850276392983527,454.0
라오,서울시 마포구 서교동 459-7 1F,070-4148-2108,태국 음식,,,,,4.4,13.0,,https://mp-seoul-image-production-s3.mangoplate.com/348858/1059167_1597991567121_60074,455.0
또보겠지떡볶이집,서울시 마포구 서교동 358-42,02-332-4982,기타 한식,즉석떡볶이 (2인),12000.0,"즉석떡볶이 (2인):12,000원//감자튀김 (진한치즈):6,000원//감자튀김 (버터갈릭):5,000원//감자튀김 (달콤베이컨):6,000원//그냥 볶음밥:2,000원/",11:30 - 22:00,4.1,302.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/662160_1485844248059175.jpg,456.0
모퉁이우Ripe,서울시 강남구 삼성동 169-8 9F,010-8294-5592,고기 요리,,,,18:00 - 22:30,4.4,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/1718019_1597816570466640.jpg,457.0
우제홍참치,서울시 강남구 논현동 164-16 2F,02-517-1268,회 / 스시,,,,17:00 - 24:00,4.3,23.0,,https://mp-seoul-image-production-s3.mangoplate.com/619788_1507253064486301.jpg,458.0
산동만두,서울시 마포구 도화동 327-1,02-711-3958,퓨전 중식,,,,월-금: 17:30 - 01:00 토: 17:30 - 22:00,4.2,18.0,,https://mp-seoul-image-production-s3.mangoplate.com/2031/odoldodol96_49.jpg,459.0
테라13,서울시 강남구 청담동 50-8 1F,02-546-6809,이탈리안,테라13 핀치 파스타,26000.0,"테라13 핀치 파스타:26,000원//블랙트러플 페스토 파케리 파스타:35,000원//소시지피자:30,000원/",12:00 - 22:30,4.4,108.0,,https://mp-seoul-image-production-s3.mangoplate.com/779983_1510163890127042.jpg,460.0
들풀,서울시 마포구 서교동 351-16,02-325-7224,한정식 / 백반 / 정통 한식,,,,11:30 - 21:30,4.3,18.0,,https://mp-seoul-image-production-s3.mangoplate.com/195464/h_twjoxtjsp7p2.jpg,461.0
양인환대,서울시 강남구 도곡동 954-16,02-577-1014,스테이크 / 바베큐,,,,월-금: 16:00 - 24:00 토: 16:00 - 23:30,4.3,17.0,,https://mp-seoul-image-production-s3.mangoplate.com/324560/687679_1591867620720_28217,462.0
히포크라테스 스프,서울시 성북구 안암동5가 86-12,02-923-3932,브런치 / 버거 / 샌드위치,,,,월-금: 11:20 - 21:00 토: 11:20 - 15:30,4.0,36.0,,https://mp-seoul-image-production-s3.mangoplate.com/584169_1550669065988105.jpg,463.0
그레이스톤,서울시 성동구 성수동2가 333-140 서울숲코오롱디지털타워2차 106호,02-498-7878,카페 / 디저트,수박쥬스,5000.0,"수박쥬스:5,000원//아몬드라떼:5,000원/",월-금: 09:00 - 22:00 토-일: 12:30 - 22:00,3.7,15.0,,https://mp-seoul-image-production-s3.mangoplate.com/199054_1436429196721,464.0
다엔조,서울시 마포구 연남동 383-99,02-336-0281,이탈리안,,,,11:30 - 22:00,4.3,90.0,,https://mp-seoul-image-production-s3.mangoplate.com/231951_1518009373257897.jpg,465.0
달바,서울시 성동구 행당동 19-60,02-2293-1960,칵테일 / 와인,,,,19:00 - 03:00,4.0,20.0,,https://mp-seoul-image-production-s3.mangoplate.com/48956/reviews/f73c7d4b0d48.jpg,466.0
로컬릿,서울시 성동구 옥수동 201-1 2F,02-2282-1124,이탈리안,,,,,4.1,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/59540_1598798634551923.jpg,467.0
피어커피로스터스,서울시 성동구 성수동2가 299-39,02-474-1464,카페 / 디저트,,,,월-금: 08:00 - 17:00 토-일: 11:00 - 20:00,3.9,52.0,,https://mp-seoul-image-production-s3.mangoplate.com/189671/95_143044952900030115,468.0
백두산양꼬치구이,서울시 성북구 동선동1가 85-88,02-921-3539,기타 중식,,,,15:00 - 05:00,4.0,27.0,,https://mp-seoul-image-production-s3.mangoplate.com/96358/reviews/06d1a74f482c.jpg,469.0
미야자키상점,서울시 마포구 동교동 118-18,02-336-5718,이자카야 / 오뎅 / 꼬치,,,,화-금: 19:00 - 02:00 토-일: 18:30 - 02:00,4.6,42.0,,https://mp-seoul-image-production-s3.mangoplate.com/26135_1599742351893471.jpg,470.0
메종드라카테고리,서울시 강남구 청담동 85 송은아트스페이스,02-545-6640,프랑스 음식,런치 코스,45000.0,"런치 코스:45,000원//블랙트러플 에그베네딕트:28,000원//살몬 아보카도 토스트:25,000원//비프 립 아이:55,000원//머쉬룸 리조또:25,000원/",11:30 - 22:00,4.3,88.0,,https://mp-seoul-image-production-s3.mangoplate.com/12806_1437908282789,471.0
대흥샤브샤브무한리필,서울시 성동구 행당동 286-12,02-2281-7885,탕 / 찌개 / 전골,,,,,3.8,10.0,,https://mp-seoul-image-production-s3.mangoplate.com/350721/103661_1577718426985_29203,472.0
테일러커피,서울시 마포구 연남동 224-41 1F,02-326-0355,카페 / 디저트,아메리카노,5500.0,"아메리카노:5,500원//아인슈페너:6,500원//크림모카:6,500원/",12:00 - 23:00,4.3,133.0,,https://mp-seoul-image-production-s3.mangoplate.com/243194/191512_1477131179830_34724,473.0
청죽골식당,서울시 성동구 성수동1가 668-32 1F,02-464-1203,고기 요리,,,,11:30 - 22:00,4.3,45.0,,https://mp-seoul-image-production-s3.mangoplate.com/586167_1524540417001290.jpg,474.0
모즈,서울시 강남구 신사동 626-68,02-542-5048,정통 일식 / 일반 일식,,,,18:00 - 01:00,4.4,19.0,,https://mp-seoul-image-production-s3.mangoplate.com/189684_1421679872119,475.0
라미띠에,서울시 강남구 청담동 81-7 2F,02-546-9621,프랑스 음식,,,,12:00 - 22:30,4.4,30.0,,https://mp-seoul-image-production-s3.mangoplate.com/1267/571631_1508890884236_45126,476.0
갓포치유,서울시 강남구 신사동 647-2,070-7750-5585,정통 일식 / 일반 일식,사시미 오마카세,69000.0,"사시미 오마카세:69,000원//계절 모듬생선회 2인:58,000원//해물 미소나베:48,000원//고등어 봉 초밥:25,000원/",월-목: 18:00 - 24:00 금-토: 18:00 - 01:00,4.3,13.0,,https://mp-seoul-image-production-s3.mangoplate.com/496438_1506463887938709.jpg,477.0
레이더,서울시 성동구 성수동2가 316-37,"
카페 / 디저트
",,,,,,3.8,6.0,,https://mp-seoul-image-production-s3.mangoplate.com/26135_1598948642421337.jpg,478.0
컨템포,서울시 성동구 성수동2가 301-72,02-6956-8985,카페 / 디저트,,,,11:00 - 20:00,4.4,9.0,,https://mp-seoul-image-production-s3.mangoplate.com/1611507_1582989459219549.jpg,479.0
가디록,서울시 강남구 청담동 17-2 1F,02-6404-6815,이탈리안,,,,월-금: 12:00 - 22:30 토-일: 12:00 - 22:00,4.8,25.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/1427_1487514113650603.jpg,480.0
사녹,서울시 강남구 신사동 642-14 2F,010-6456-1617,퓨전 양식,,,,17:30 - 24:00,4.5,11.0,,https://mp-seoul-image-production-s3.mangoplate.com/403747/585290_1599228065613_87997,481.0
스시선수,서울시 강남구 신사동 651-16,02-514-0812,회 / 스시,런치 스시세트,65000.0,"런치 스시세트:65,000원//런치 오마카세:110,000원//디너 스시코스:130,000원//디너 오마카세:230,000원/",12:00 - 22:00,4.3,78.0,,https://mp-seoul-image-production-s3.mangoplate.com/1148/reviews/6e8083ba3207.jpg,482.0
칙피스,서울시 강남구 신사동 540-18,02-6956-6780,세계음식 기타,,,,,4.4,119.0,,https://mp-seoul-image-production-s3.mangoplate.com/379786/982927_1599900348536_10155,483.0
지구당,서울시 성북구 삼선동5가 364 1F,02-928-6607,돈부리 / 일본 카레 / 벤토,,,,11:30 - 21:00,3.2,18.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/529098_1460563883277709.jpg,484.0
마이버터드림,서울시 성북구 안암동2가 119-19,"
카페 / 디저트
",,,,,,3.7,6.0,,https://mp-seoul-image-production-s3.mangoplate.com/777980_1598757518730775.jpg,485.0
맛이차이나,서울시 마포구 상수동 321-1 2F,02-322-2653,정통 중식 / 일반 중식,A set,28000.0,"A set:28,000원//B set:29,000원//C set:45,000원//짜장면:7,000원//삼선짬뽕:9,000원/","


A set
28,000원


B set
29,000원


C set
45,000원


짜장면
7,000원


삼선짬뽕
9,000원


",4.3,211.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/460278_1467796113793726.jpg,486.0
가부,서울시 성북구 삼선동4가 351-3 1F,02-929-2182,정통 중식 / 일반 중식,,,,11:00 - 21:00,3.6,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/279852/512536_1484741255537_11994,487.0
껠끄쇼즈,서울시 강남구 대치동 1023-19,"
카페 / 디저트
",,,,,"

                      식당 홈페이지로 가기
                    
",4.5,111.0,,https://mp-seoul-image-production-s3.mangoplate.com/2925_1520916860023979.jpg,488.0
키커피 컴퍼니,서울시 성동구 행당동 130-115 1F,070-4230-8893,카페 / 디저트,,,,월-금: 09:00 - 22:00 토: 10:00 - 22:00 일: 11:00 - 22:00,3.9,29.0,,https://mp-seoul-image-production-s3.mangoplate.com/57950_1599291265468667.jpg,489.0
오일리커피,서울시 성북구 안암동5가 100-4 3F,010-2442-4466,카페 / 디저트,,,,,3.9,5.0,,https://mp-seoul-image-production-s3.mangoplate.com/47875_1596181369812326.jpg,490.0
오흐뒤구떼,서울시 마포구 서교동 368-39,010-3638-8095,카페 / 디저트,,,,,4.2,13.0,,https://mp-seoul-image-production-s3.mangoplate.com/1213308_1597839569721402.jpg,491.0
무르무르드구스토,서울시 성북구 안암동5가 92 4F,02-928-0683,이탈리안,,,,10:00 - 21:30,3.3,62.0,,https://mp-seoul-image-production-s3.mangoplate.com/41419_1427551720079,492.0
에빗,서울시 강남구 역삼동 791-15,070-4231-1022,퓨전 양식,,,,화-금: 18:00 - 23:00 토: 12:00 - 15:00,4.4,12.0,,https://mp-seoul-image-production-s3.mangoplate.com/573810_1595382952541565.jpg,493.0
갓포아키,서울시 강남구 신사동 651-5 쿠키빌딩,02-540-8669,이자카야 / 오뎅 / 꼬치,제철생선회 (2인),59000.0,"제철생선회 (2인):59,000원//스시12종 (12p):35,000원//우나동:35,000원//요세나베:45,000원//한우스키야끼우동전골:45,000원/",18:00 - 01:00,4.6,121.0,,https://mp-seoul-image-production-s3.mangoplate.com/689979_1539971244122359.jpg,494.0
카메스시,서울시 강남구 논현동 254-26,010-3688-8322,정통 일식 / 일반 일식,,,,11:30 - 22:00,4.5,13.0,,https://mp-seoul-image-production-s3.mangoplate.com/332533/923979_1594852200532_40634,495.0
르챔버,서울시 강남구 청담동 83-4 B1,02-6337-2014,칵테일 / 와인,,,,일: 19:00 - 02:00 월-목: 19:00 - 03:00 금-토: 19:00 - 04:00,4.4,89.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/36223_1468173699979936.jpg,496.0
보이어,서울시 성동구 성수동1가 16-26 1F,070-4369-5994,기타 양식,,,,12:00 - 23:00,4.4,38.0,,https://mp-seoul-image-production-s3.mangoplate.com/1443400_1599606384044314.jpg,497.0
포비,서울시 마포구 합정동 426-18,02-566-3861,카페 / 디저트,,,,,4.1,127.0,,https://mp-seoul-image-production-s3.mangoplate.com/330348/601342_1551172160455_50682,498.0
까폼,서울시 강남구 신사동 655-15 B1,02-6081-7318,태국 음식,,,,월-금: 11:30 - 24:00 토-일: 14:00 - 24:00,4.4,26.0,,https://mp-seoul-image-production-s3.mangoplate.com/213410_1504785308977084.jpg,499.0
고갯마루집,서울시 강남구 역삼동 725-12,02-3476-7006,닭 / 오리 요리,닭도리탕 (소),30000.0,"닭도리탕 (소):30,000원//닭도리탕 (대):45,000원//황기삼계탕:12,000원//황기닭곰탕 (점심):7,000원//볶음밥 (1인):2,000원/",11:00 - 22:00,4.3,121.0,,https://mp-seoul-image-production-s3.mangoplate.com/523864_1500622097087603.jpg,500.0
인덱스카라멜,서울시 성동구 성수동2가 322-4 1F,02-790-8399,카페 / 디저트,,,,11:00 - 22:00,3.9,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/1089560_1595687446539592.jpg,501.0
로바타라이브라,,02-3445-8005,이자카야 / 오뎅 / 꼬치,,,,18:00 - 02:00,4.4,8.0,,https://mp-seoul-image-production-s3.mangoplate.com/814662_1599980286175704.jpg,502.0
안동반점,서울시 성북구 보문동1가 53,02-923-4448,정통 중식 / 일반 중식,짜장면,5000.0,"{'월,목,금,토/일': '오전 11시 - 오후 9시                    ', '휴무일': '매주 화,수                    '}",11:30 - 20:20,,,,https://mp-seoul-image-production-s3.mangoplate.com/41188/116586_1467080114601_13500,503.0
소금집델리 망원,서울시 마포구 망원동 57-38 2F,02-336-2617,퓨전 양식,,,,11:00 - 23:00,4.5,164.0,,https://mp-seoul-image-production-s3.mangoplate.com/50784_1599715453108057.jpg,504.0
악어떡볶이,서울시 성동구 행당동 3-27,02-2281-9988,기타 한식,,,,10:00 - 23:30,4.0,94.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/47875_1451448871659.jpg,505.0
라오삐약,서울시 마포구 망원동 396-27,02-322-7735,다국적 아시아 음식,까오 삐약,9000.0,"까오 삐약:9,000원//도가니 수육:22,000원//루앙프라방 샌드위치:7,000원//라오스식 스프링롤:8,000원/",11:00 - 21:00,4.2,98.0,,https://mp-seoul-image-production-s3.mangoplate.com/158567_1563711189533691.jpg,506.0
어스핸드위치,서울시 성북구 동선동2가 9 2F,010-9836-3114,카페 / 디저트,,,,11:30 - 21:00,3.9,16.0,,https://mp-seoul-image-production-s3.mangoplate.com/387976_1579267249195069.jpg,507.0
우랑,서울시 강남구 청담동 128-23 JM빌딩 1F,02-3445-4005,해산물 요리,,,,18:00 - 01:30,4.3,13.0,,https://mp-seoul-image-production-s3.mangoplate.com/556/reviews/08d7b488613a.jpg,508.0
밀도,서울시 성동구 성수동1가 656-442,02-497-5050,베이커리,담백식빵,5200.0,"담백식빵:5,200원//밀도리치식빵:5,500원//큐브초코:2,800원//큐브커스터드:2,800원//호두메이플잼:9,000원/",11:00 - 19:00,4.1,109.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/65770_1458382320296562.jpg,509.0
빵의정석,서울시 성동구 성수동1가 668-49,02-466-9609,베이커리,크로와상,2800.0,"크로와상:2,800원//빨미까레:2,800원//앙프레즐:3,500원//아메리카노:2,800원//카페라떼:3,200원/",11:30 - 19:00,4.0,40.0,,https://mp-seoul-image-production-s3.mangoplate.com/259776/391724_1471936397666_71880,510.0
엔소쿠,서울시 성동구 성수동1가 668-138,070-4114-7066,회 / 스시,,,,11:00 - 21:00,3.8,11.0,,https://mp-seoul-image-production-s3.mangoplate.com/340446_1585448127341185.jpg,511.0
영천영화,서울시 강남구 청담동 50-13,02-3442-0381,고기 요리,한우육회(160g),36000.0,"한우육회(160g):36,000원//한우갈비살(130g):46,000원//한우양념갈비살(160g):46,000원//한우육회비빔밥(된장찌개 포함):19,000원//한우갈비탕:14,000원/",00:00 - 24:00,4.3,49.0,,https://mp-seoul-image-production-s3.mangoplate.com/198/308075_1550123082449_49320,512.0
육전식당,서울시 강남구 역삼동 823-10 신도빌딩 1F,02-3452-6373,고기 요리,,,,11:30 - 23:00,4.4,124.0,,https://mp-seoul-image-production-s3.mangoplate.com/321230/744028_1500467594900_10931,513.0
잭슨피자,서울시 강남구 신사동 574,02-512-0717,기타 양식,,,,,4.4,20.0,,https://mp-seoul-image-production-s3.mangoplate.com/313740_1599772569463721.jpg,514.0
다운타우너,서울시 강남구 신사동 666-25 1F,070-8833-3696,브런치 / 버거 / 샌드위치,아보카도버거,9300.0,"아보카도버거:9,300원//더블더블:9,800원//치즈버거:6,800원//베이컨치즈버거:7,800원/",11:30 - 21:30,4.5,258.0,,https://mp-seoul-image-production-s3.mangoplate.com/72923_1495368514367155.jpg,515.0
써밋컬쳐,서울시 마포구 노고산동 56-14,070-7762-1009,카페 / 디저트,,,,,4.2,19.0,,https://mp-seoul-image-production-s3.mangoplate.com/598583_1599882185594103.jpg,516.0
녹기전에,서울시 마포구 염리동 148-22,070-8829-8020,카페 / 디저트,두 가지 맛,4000.0,"두 가지 맛:4,000원//세 가지 맛 (500):15,000원//네 가지 맛 (750):22,000원//여섯 가지 맛 (1000):28,000원/",12:00 - 20:00,4.3,57.0,,https://mp-seoul-image-production-s3.mangoplate.com/283095/704481_1492255935931_12574,517.0
추억의 옛날떡볶이,서울시 성북구 동선동1가 85-103,02-921-4108,기타 한식,,,,16:30 - 22:00,3.4,27.0,,https://mp-seoul-image-production-s3.mangoplate.com/192026_1431623639773,518.0
사랑마라탕,서울시 성북구 안암동5가 101-15,010-6417-8723,기타 중식,,,,,3.9,28.0,,https://mp-seoul-image-production-s3.mangoplate.com/65770_1597840824456560.jpg,519.0
평안도상원냉면,서울시 마포구 동교동 165-8,02-332-8935,국수 / 면 요리,,,,,4.3,10.0,,https://mp-seoul-image-production-s3.mangoplate.com/383170/743008_1581595561568_16272,520.0
멘야하나비,서울시 마포구 서교동 379-13 1F,070-8888-8001,라멘 / 소바 / 우동,,,,화-금: 11:30 - 21:00 토-일: 11:00 - 21:00,4.3,26.0,,https://mp-seoul-image-production-s3.mangoplate.com/1515134_1595309955353524.jpg,521.0
카페온더플랜,서울시 성북구 동선동1가 85-108,02-6215-1020,카페 / 디저트,아메리카노,4500.0,{'매일': '오전 8시 - 오전 5시                    '},08:00 - 05:00,,,,https://mp-seoul-image-production-s3.mangoplate.com/191822_1430703510532,522.0
와슈다이닝 슈토,서울시 강남구 논현동 81-10,02-6013-0214,이자카야 / 오뎅 / 꼬치,,,,18:00 - 01:00,4.5,6.0,,https://mp-seoul-image-production-s3.mangoplate.com/321680/65460_1522493482288_1901,523.0
토파,서울시 마포구 합정동 369-3 1F,02-332-3693,이탈리안,,,,12:00 - 22:30,4.7,42.0,,https://mp-seoul-image-production-s3.mangoplate.com/1422056_1584489379899134.jpg,524.0
대림창고,서울시 성동구 성수동2가 322-32,02-499-9669,카페 / 디저트,에스프레소,4000.0,"에스프레소:4,000원//아메리카노:5,000원//카페라떼:6,000원//모카:7,000원//아포가토:7,000원/",11:00 - 23:00,3.7,112.0,,https://mp-seoul-image-production-s3.mangoplate.com/339063/873608_1512549595239_4375,525.0
엽기꼼닭발,서울시 성동구 도선동 50,02-2299-3838,닭 / 오리 요리,,,,16:00 - 12:30,4.0,40.0,,https://mp-seoul-image-production-s3.mangoplate.com/49119/reviews/7981cc69aefd.jpg,526.0
프로마치,서울시 성북구 안암동5가 103-149,070-4038-8537,브런치 / 버거 / 샌드위치,페스토치킨,7900.0,"페스토치킨:7,900원//스테이크&치즈:7,900원//커리치킨:7,900원/",월-금: 11:00 - 21:00 토: 11:00 - 20:00,,,,https://mp-seoul-image-production-s3.mangoplate.com/188720_1440734231128,527.0
모이리타,서울시 성북구 안암동5가 102-69 2F,02-922-2292,이탈리안,,,,11:00 - 20:30,3.7,27.0,,https://mp-seoul-image-production-s3.mangoplate.com/40931/64775_14282910015747505,528.0
도렐,서울시 성동구 성수동2가 314-12 1F,070-7704-3677,카페 / 디저트,,,,월-금: 09:00 - 22:00 토-일: 11:00 - 22:00,3.9,18.0,,https://mp-seoul-image-production-s3.mangoplate.com/361596/897636_1594640391450_31019,529.0
성북동면옥집,서울시 성북구 성북동 330-105,02-765-3450,국수 / 면 요리,회냉면,10500.0,{'매일': '오전 11시 - 오후 10시                    '},11:00 - 22:00,,,,https://mp-seoul-image-production-s3.mangoplate.com/245873/777150_1494137485014_31895,530.0
권숙수,서울시 강남구 청담동 92-18 4F,02-542-6268,한정식 / 백반 / 정통 한식,런치코스,77000.0,"런치코스:77,000원//런치테이스팅코스:100,000원//디너코스:160,000원//디너테이스팅코스:195,000원/",12:00 - 22:30,4.4,24.0,,https://mp-seoul-image-production-s3.mangoplate.com/720538_1538579834471196.jpg,531.0
이치류,서울시 마포구 서교동 395-124,02-3144-1312,스테이크 / 바베큐,생살치살 (1인분),27000.0,"생살치살 (1인분):27,000원//생등심 (1인분):25,000원//양갈비 (1인분):29,000원//이치류오뎅탕:20,000원//공기밥:2,000원/",월-토: 17:00 - 23:00 일: 17:00 - 22:00,4.7,98.0,,https://mp-seoul-image-production-s3.mangoplate.com/18020/26737_1488812745055_26737_1488688244470_43523,532.0
가야밀면신촌칼국수,서울시 마포구 노고산동 40-9,02-717-0592,탕 / 찌개 / 전골,,,,10:00 - 22:00,4.3,103.0,,https://mp-seoul-image-production-s3.mangoplate.com/244063/483575_1456501483574_386935,533.0
쁠로13,서울시 강남구 논현동 13-2 1F,070-8280-0813,베이커리,아메리카노,2000.0,"아메리카노:2,000원/",09:00 - 22:00,4.3,68.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/540061_1476324075708117.jpg,534.0
리마장82,서울시 강남구 논현동 236-8 글래드라이브 3F,02-6177-5250,칵테일 / 와인,,,,17:00 - 01:00,4.3,64.0,,https://mp-seoul-image-production-s3.mangoplate.com/sources/web/restaurants/357101/47875_1550152752731,535.0
진미평양냉면,서울시 강남구 논현동 115-10,02-515-3469,국수 / 면 요리,냉면 (물/비빔),11000.0,"냉면 (물/비빔):11,000원//편육 (소고기):28,000원//제육:26,000원//제육반:13,000원//불고기 (2인 이상):28,000원/",11:00 - 21:30,,,,https://mp-seoul-image-production-s3.mangoplate.com/801050_1558257664660508.jpg,536.0
북경양꼬치,서울시 성북구 안암동5가 102-46 1F,02-953-5880,기타 중식,,,,월-금: 12:00 - 03:00 토-일: 12:00 - 24:00,3.9,14.0,,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/332941_1480860377070749.jpg,537.0
마리오파스타,서울시 마포구 망원동 57-138 1F,02-3144-2008,이탈리안,,,,12:00 - 21:30,4.4,51.0,,https://mp-seoul-image-production-s3.mangoplate.com/362831/1013171_1600162170250_24468,538.0
